125,358,577,60,120
126,356,575,60,120
127,354,573,60,120
128,352,571,60,120
129,350,569,60,120
130,348,567,60,120
131,346,565,60,120
132,344,563,60,120
133,342,561,60,120
134,340,559,60,120
135,338,557,60,120
136,336,555,60,120
137,334,553,60,120
138,332,551,60,120
139,330,549,60,120
140,328,547,60,120
141,326,545,60,120
142,324,543,60,120
143,322,541,60,120
144,320,539,60,120
145,318,537,60,120
146,316,535,60,120
147,314,533,60,120
148,312,531,60,120
149,310,529,60,120
150,308,527,60,120
151,306,525,60,120
152,304,523,60,120
153,302,521,60,120
154,300,519,60,120
155,298,517,60,120
156,296,515,60,120
157,294,513,60,120
158,292,511,60,120
159,290,509,60,120
160,288,507,60,120
161,286,505,60,120
162,284,503,60,120
163,282,501,60,120
164,280,499,60,120
165,278,497,60,120
166,276,495,60,120
167,274,493,60,120
168,272,491,60,120
169,270,489,60,120
170,268,487,60,120
171,266,485,60,120
172,264,483,60,120
173,262,481,60,120
174,260,479,60,120
175,258,477,60,120
176,256,475,60,120
177,254,473,60,120
178,252,471,60,120
179,250,469,60,120
180,248,467,60,120
181,246,465,60,120
182,244,463,60,120
183,242,461,60,120
184,240,459,60,120
185,238,457,60,120
186,236,455,60,120
187,234,453,60,120
188,232,451,60,120
189,230,449,60,120
190,228,447,60,120
191,226,445,60,120
192,224,443,60,120
193,222,441,60,120
194,220,439,60,120
195,218,437,60,120
196,216,435,60,120
197,214,433,60,120
198,212,431,60,120
199,210,429,60,120
200,208,427,60,120
201,206,425,60,120
202,204,423,60,120
203,202,421,60,120
204,200,419,60,120
205,198,417,60,120
206,196,415,60,120
207,194,413,60,120
208,192,411,60,120
209,190,409,60,120
210,188,407,60,120
211,186,405,60,120
212,184,403,60,120
213,182,401,60,120
214,180,399,60,120
215,178,397,60,120
216,176,395,60,120
217,174,393,60,120
218,172,391,60,120
219,170,389,60,120
220,168,387,60,120
221,166,385,60,120
222,164,383,60,120
223,162,381,60,120
224,160,379,60,120
225,158,377,60,120
226,156,375,60,120
227,154,373,60,120
228,152,371,60,120
229,150,369,60,120
230,148,367,60,120
231,146,365,60,120
232,144,363,60,120
233,142,361,60,120
234,140,359,60,120
235,138,357,60,120
236,136,355,60,120
237,134,353,60,120
238,132,351,60,120
239,130,349,60,120
240,128,347,60,120
241,126,345,60,120
242,124,343,60,120
243,122,341,60,120
244,120,339,60,120
245,118,337,60,120
246,116,335,60,120
247,114,333,60,120
248,112,331,60,120
249,110,329,60,120
250,108,327,60,120
251,106,325,60,120
252,104,323,60,120
253,102,321,60,120
254,100,319,60,120
255,98,317,60,120
256,96,315,60,120
257,94,313,60,120
258,92,311,60,120
259,90,309,60,120
260,88,307,60,120
261,86,305,60,120
262,84,303,60,120
263,82,301,60,120
264,80,299,60,120
265,78,297,60,120
266,76,295,60,120
267,74,293,60,120
268,72,291,60,120
269,70,289,60,120
270,68,287,60,120
271,66,285,60,120
272,64,283,60,120
273,62,281,60,120
274,60,279,60,120
275,58,277,60,120
276,56,275,60,120
277,54,273,60,120
278,52,271,60,120
279,50,269,60,120
280,48,267,60,120
281,46,265,60,120
282,44,263,60,120
283,42,261,60,120
284,40,259,60,120
285,38,257,60,120
286,36,255,60,120
287,34,253,60,120
288,32,251,60,120
289,30,249,60,120
290,28,247,60,120
291,26,245,60,120
292,24,243,60,120
293,22,241,60,120
294,20,239,60,120
295,18,237,60,120
296,16,235,60,120
297,14,233,60,120
298,12,231,60,120
299,10,229,60,120
300,8,227,60,120
301,6,225,60,120
302,4,223,60,120
303,2,221,60,120
304,0,219,60,120
305,-2,217,60,120
306,0,215,60,120
307,2,213,60,120
308,4,211,60,120
309,6,209,60,120
310,8,207,60,120
311,10,205,60,120
312,12,203,60,120
313,14,201,60,120
314,16,199,60,120
315,18,197,60,120
316,20,195,60,120
317,22,193,60,120
318,24,191,60,120
319,26,189,60,120
320,28,187,60,120
321,30,185,60,120
322,32,183,60,120
323,34,181,60,120
324,36,179,60,120
325,38,177,60,120
326,40,175,60,120
327,42,173,60,120
328,44,171,60,120
329,46,169,60,120
330,48,167,60,120
331,50,165,60,120
332,52,163,60,120
333,54,161,60,120
334,56,159,60,120
335,58,157,60,120
336,60,155,60,120
337,62,153,60,120
338,64,151,60,120
339,66,149,60,120
340,68,147,60,120
341,70,145,60,120
342,72,143,60,120
343,74,141,60,120
344,76,139,60,120
345,78,137,60,120
346,80,135,60,120
347,82,133,60,120
348,84,131,60,120
349,86,129,60,120
350,88,127,60,120
351,90,125,60,120
352,92,123,60,120
353,94,121,60,120
354,96,119,60,120
355,98,117,60,120
356,100,115,60,120
357,102,113,60,120
358,104,111,60,120
359,106,109,60,120
360,108,107,60,120
361,110,105,60,120
362,112,103,60,120
363,114,101,60,120
364,116,99,60,120
365,118,97,60,120
366,120,95,60,120
367,122,93,60,120
368,124,91,60,120
369,126,89,60,120
370,128,87,60,120
371,130,85,60,120
372,132,83,60,120
373,134,81,60,120
374,136,79,60,120
375,138,77,60,120
376,140,75,60,120
377,142,73,60,120
378,144,71,60,120
379,146,69,60,120
380,148,67,60,120
381,150,65,60,120
382,152,63,60,120
383,154,61,60,120
384,156,59,60,120
385,158,57,60,120
386,160,55,60,120
387,162,53,60,120
388,164,51,60,120
389,166,49,60,120
390,168,47,60,120
391,170,45,60,120
392,172,43,60,120
393,174,41,60,120
394,176,39,60,120
395,178,37,60,120
396,180,35,60,120
397,182,33,60,120
398,184,31,60,120
399,186,29,60,120
400,188,27,60,120
401,190,25,60,120
402,192,23,60,120
403,194,21,60,120
404,196,19,60,120
405,198,17,60,120
406,200,15,60,120
407,202,13,60,120
408,204,11,60,120
409,206,9,60,120
410,208,7,60,120
411,210,5,60,120
412,212,3,60,120
413,214,1,60,120
414,216,-1,60,120
415,218,1,60,120
416,220,3,60,120
417,222,5,60,120
418,224,7,60,120
419,226,9,60,120
420,228,11,60,120
421,230,13,60,120
422,232,15,60,120
423,234,17,60,120
424,236,19,60,120
425,238,21,60,120
426,240,23,60,120
427,242,25,60,120
428,244,27,60,120
429,246,29,60,120
430,248,31,60,120
431,250,33,60,120
432,252,35,60,120
433,254,37,60,120
434,256,39,60,120
435,258,41,60,120
436,260,43,60,120
437,262,45,60,120
438,264,47,60,120
439,266,49,60,120
440,268,51,60,120
441,270,53,60,120
442,272,55,60,120
443,274,57,60,120
444,276,59,60,120
445,278,61,60,120
446,280,63,60,120
447,282,65,60,120
448,284,67,60,120
449,286,69,60,120
450,288,71,60,120
451,290,73,60,120
452,292,75,60,120
453,294,77,60,120
454,296,79,60,120
455,298,81,60,120
456,300,83,60,120
457,302,85,60,120
458,304,87,60,120
459,306,89,60,120
460,308,91,60,120
461,310,93,60,120
462,312,95,60,120
463,314,97,60,120
464,316,99,60,120
465,318,101,60,120
466,320,103,60,120
467,322,105,60,120
468,324,107,60,120
469,326,109,60,120
470,328,111,60,120
471,330,113,60,120
472,332,115,60,120
473,334,117,60,120
474,336,119,60,120
475,338,121,60,120
476,340,123,60,120
477,342,125,60,120
478,344,127,60,120
479,346,129,60,120
480,348,131,60,120
481,350,133,60,120
482,352,135,60,120
483,354,137,60,120
484,356,139,60,120
485,358,141,60,120
486,360,143,60,120
487,362,145,60,120
488,364,147,60,120
489,366,149,60,120
490,368,151,60,120
491,370,153,60,120
492,372,155,60,120
493,374,157,60,120
494,376,159,60,120
495,378,161,60,120
496,380,163,60,120
497,382,165,60,120
498,384,167,60,120
499,386,169,60,120
500,388,171,60,120
501,390,173,60,120
502,392,175,60,120
503,394,177,60,120
504,396,179,60,120
505,398,181,60,120
506,400,183,60,120
507,402,185,60,120
508,404,187,60,120
509,406,189,60,120
510,408,191,60,120
511,410,193,60,120
512,412,195,60,120
513,414,197,60,120
514,416,199,60,120
515,418,201,60,120
516,420,203,60,120
517,422,205,60,120
518,424,207,60,120
519,426,209,60,120
520,428,211,60,120
521,430,213,60,120
522,432,215,60,120
523,434,217,60,120
524,436,219,60,120
525,438,221,60,120
526,440,223,60,120
527,442,225,60,120
528,444,227,60,120
529,446,229,60,120
530,448,231,60,120
531,450,233,60,120
532,452,235,60,120
533,454,237,60,120
534,456,239,60,120
535,458,241,60,120
536,460,243,60,120
537,462,245,60,120
538,464,247,60,120
539,466,249,60,120
540,468,251,60,120
541,470,253,60,120
542,472,255,60,120
543,474,257,60,120
544,476,259,60,120
545,478,261,60,120
546,480,263,60,120
547,482,265,60,120
548,484,267,60,120
549,486,269,60,120
550,488,271,60,120
551,490,273,60,120
552,492,275,60,120
553,494,277,60,120
554,496,279,60,120
555,498,281,60,120
556,500,283,60,120
557,502,285,60,120
558,504,287,60,120
559,506,289,60,120
560,508,291,60,120
561,510,293,60,120
562,512,295,60,120
563,514,297,60,120
564,516,299,60,120
565,518,301,60,120
566,520,303,60,120
567,522,305,60,120
568,524,307,60,120
569,526,309,60,120
570,528,311,60,120
571,530,313,60,120
572,532,315,60,120
573,534,317,60,120
574,536,319,60,120
575,538,321,60,120
576,540,323,60,120
577,542,325,60,120
578,544,327,60,120
579,546,329,60,120
580,548,331,60,120
581,550,333,60,120
582,552,335,60,120
583,554,337,60,120
